Product Group,Industry,Month,Monthly Spend (£000s)
Professional and support activities,Professional and support activities industry,2023-03,12041581.56
Professional and support activities,Professional and support activities industry,2023-04,12664010.13
Professional and support activities,Professional and support activities industry,2023-05,2662670.03
Professional and support activities,Professional and support activities industry,2023-06,11844884.42
Professional and support activities,Professional and support activities industry,2023-07,8338115.1
Professional and support activities,Professional and support activities industry,2023-08,732539.3
Professional and support activities,Professional and support activities industry,2023-09,225938.61
Professional and support activities,Professional and support activities industry,2023-10,18521977.76
Professional and support activities,Professional and support activities industry,2023-11,29661051.19
Professional and support activities,Professional and support activities industry,2023-12,10525324.58
"Government, health and education",Professional and support activities industry,2023-01,29958.56
"Government, health and education",Professional and support activities industry,2023-02,53536.34
"Government, health and education",Professional and support activities industry,2023-03,802041.62
"Government, health and education",Professional and support activities industry,2023-04,373501.78
"Government, health and education",Professional and support activities industry,2023-05,31911.54
"Government, health and education",Professional and support activities industry,2023-06,574942.11
"Government, health and education",Professional and support activities industry,2023-07,149356.27
"Government, health and education",Professional and support activities industry,2023-08,396641.08
"Government, health and education",Professional and support activities industry,2023-09,208004.98
"Government, health and education",Professional and support activities industry,2023-10,15503.64
"Government, health and education",Professional and support activities industry,2023-11,65426.61
"Government, health and education",Professional and support activities industry,2023-12,158864.47
Other services,Professional and support activities industry,2023-01,243493.42
Other services,Professional and support activities industry,2023-02,58264.74
Other services,Professional and support activities industry,2023-03,97483.76
Other services,Professional and support activities industry,2023-04,227291.3
Other services,Professional and support activities industry,2023-05,40486.75
Other services,Professional and support activities industry,2023-06,326377.0
Other services,Professional and support activities industry,2023-07,39625.84
Other services,Professional and support activities industry,2023-08,41807.05
Other services,Professional and support activities industry,2023-09,67921.17
Other services,Professional and support activities industry,2023-10,213892.22
Other services,Professional and support activities industry,2023-11,491576.68
Other services,Professional and support activities industry,2023-12,76225.04
Total [note 4],Professional and support activities industry,2023-01,29371775.83
Total [note 4],Professional and support activities industry,2023-02,13683540.91
Total [note 4],Professional and support activities industry,2023-03,24903447.97
Total [note 4],Professional and support activities industry,2023-04,10463748.99
Total [note 4],Professional and support activities industry,2023-05,7289645.27
Total [note 4],Professional and support activities industry,2023-06,2480485.01
Total [note 4],Professional and support activities industry,2023-07,19584985.53
Total [note 4],Professional and support activities industry,2023-08,29675201.38
Total [note 4],Professional and support activities industry,2023-09,58377821.57
Total [note 4],Professional and support activities industry,2023-10,14401608.66
Total [note 4],Professional and support activities industry,2023-11,46079534.59
Total [note 4],Professional and support activities industry,2023-12,5449680.29
Agriculture,"Government, health and education  industry [note 1]",2023-01,28006.75
Agriculture,"Government, health and education  industry [note 1]",2023-02,47264.17
Agriculture,"Government, health and education  industry [note 1]",2023-03,2684.65
Agriculture,"Government, health and education  industry [note 1]",2023-04,29778.81
Agriculture,"Government, health and education  industry [note 1]",2023-05,63736.01
Agriculture,"Government, health and education  industry [note 1]",2023-06,45289.59
Agriculture,"Government, health and education  industry [note 1]",2023-07,108555.04
Agriculture,"Government, health and education  industry [note 1]",2023-08,24549.66
Agriculture,"Government, health and education  industry [note 1]",2023-09,68212.87
Agriculture,"Government, health and education  industry [note 1]",2023-10,22331.88
Agriculture,"Government, health and education  industry [note 1]",2023-11,13164.15
Agriculture,"Government, health and education  industry [note 1]",2023-12,13184.42
Production,"Government, health and education  industry [note 1]",2023-01,129143.59
Production,"Government, health and education  industry [note 1]",2023-02,473130.41
Production,"Government, health and education  industry [note 1]",2023-03,2252356.16
Production,"Government, health and education  industry [note 1]",2023-04,1713542.15
Production,"Government, health and education  industry [note 1]",2023-05,6203759.76
Production,"Government, health and education  industry [note 1]",2023-06,420148.37
Production,"Government, health and education  industry [note 1]",2023-07,209711.91
Production,"Government, health and education  industry [note 1]",2023-08,833074.67
Production,"Government, health and education  industry [note 1]",2023-09,385203.8
Production,"Government, health and education  industry [note 1]",2023-10,110758.07
Production,"Government, health and education  industry [note 1]",2023-11,60766.39
Production,"Government, health and education  industry [note 1]",2023-12,321371.72
Construction,"Government, health and education  industry [note 1]",2023-01,56689.8
Construction,"Government, health and education  industry [note 1]",2023-02,61415.44
Construction,"Government, health and education  industry [note 1]",2023-03,75646.9
Construction,"Government, health and education  industry [note 1]",2023-04,42216.58
Construction,"Government, health and education  industry [note 1]",2023-05,1086.74
Construction,"Government, health and education  industry [note 1]",2023-06,66869.18
Construction,"Government, health and education  industry [note 1]",2023-07,40861.99
Construction,"Government, health and education  industry [note 1]",2023-08,35237.34
Construction,"Government, health and education  industry [note 1]",2023-09,260071.74
Construction,"Government, health and education  industry [note 1]",2023-10,81328.73
Construction,"Government, health and education  industry [note 1]",2023-11,239060.22
Construction,"Government, health and education  industry [note 1]",2023-12,21831.34
"Distribution, transport, hotels and restaurants","Government, health and education  industry [note 1]",2023-01,557061.97
"Distribution, transport, hotels and restaurants","Government, health and education  industry [note 1]",2023-02,97941.02
"Distribution, transport, hotels and restaurants","Government, health and education  industry [note 1]",2023-03,14346.1
"Distribution, transport, hotels and restaurants","Government, health and education  industry [note 1]",2023-04,246483.02
"Distribution, transport, hotels and restaurants","Government, health and education  industry [note 1]",2023-05,847837.52
"Distribution, transport, hotels and restaurants","Government, health and education  industry [note 1]",2023-06,41020.88
"Distribution, transport, hotels and restaurants","Government, health and education  industry [note 1]",2023-07,61933.41
"Distribution, transport, hotels and restaurants","Government, health and education  industry [note 1]",2023-08,693409.88
"Distribution, transport, hotels and restaurants","Government, health and education  industry [note 1]",2023-09,211623.86
"Distribution, transport, hotels and restaurants","Government, health and education  industry [note 1]",2023-10,93014.12
"Distribution, transport, hotels and restaurants","Government, health and education  industry [note 1]",2023-11,174248.7
"Distribution, transport, hotels and restaurants","Government, health and education  industry [note 1]",2023-12,638175.51
Information and communication,"Government, health and education  industry [note 1]",2023-01,361490.71
Information and communication,"Government, health and education  industry [note 1]",2023-02,17252.09
Information and communication,"Government, health and education  industry [note 1]",2023-03,273809.82
Information and communication,"Government, health and education  industry [note 1]",2023-04,311574.44
Information and communication,"Government, health and education  industry [note 1]",2023-05,521710.72
Information and communication,"Government, health and education  industry [note 1]",2023-06,756598.57
Information and communication,"Government, health and education  industry [note 1]",2023-07,147495.13
Information and communication,"Government, health and education  industry [note 1]",2023-08,8281.8
Information and communication,"Government, health and education  industry [note 1]",2023-09,285948.41
Information and communication,"Government, health and education  industry [note 1]",2023-10,740044.2
Information and communication,"Government, health and education  industry [note 1]",2023-11,3505.76
Information and communication,"Government, health and education  industry [note 1]",2023-12,938327.33
Finance and insurance,"Government, health and education  industry [note 1]",2023-01,63276.35
Finance and insurance,"Government, health and education  industry [note 1]",2023-02,61035.6
Finance and insurance,"Government, health and education  industry [note 1]",2023-03,84593.01
Finance and insurance,"Government, health and education  industry [note 1]",2023-04,33354.4
Finance and insurance,"Government, health and education  industry [note 1]",2023-05,328649.38
Finance and insurance,"Government, health and education  industry [note 1]",2023-06,88464.78
Finance and insurance,"Government, health and education  industry [note 1]",2023-07,84422.77
Finance and insurance,"Government, health and education  industry [note 1]",2023-08,130311.37
Finance and insurance,"Government, health and education  industry [note 1]",2023-09,281541.53
Finance and insurance,"Government, health and education  industry [note 1]",2023-10,17455.01
Finance and insurance,"Government, health and education  industry [note 1]",2023-11,86580.4
Finance and insurance,"Government, health and education  industry [note 1]",2023-12,468582.4
Real estate,"Government, health and education  industry [note 1]",2023-01,368831.49
Real estate,"Government, health and education  industry [note 1]",2023-02,116871.06
Real estate,"Government, health and education  industry [note 1]",2023-03,231318.43
Real estate,"Government, health and education  industry [note 1]",2023-04,500914.1
Real estate,"Government, health and education  industry [note 1]",2023-05,1202206.03
Real estate,"Government, health and education  industry [note 1]",2023-06,604681.09
Real estate,"Government, health and education  industry [note 1]",2023-07,109040.14
Real estate,"Government, health and education  industry [note 1]",2023-08,60883.98
Real estate,"Government, health and education  industry [note 1]",2023-09,979535.83
Real estate,"Government, health and education  industry [note 1]",2023-10,103778.38
Real estate,"Government, health and education  industry [note 1]",2023-11,349006.81
Real estate,"Government, health and education  industry [note 1]",2023-12,146418.67
Professional and support activities,"Government, health and education  industry [note 1]",2023-01,1337059.18
Professional and support activities,"Government, health and education  industry [note 1]",2023-02,1231779.79
Professional and support activities,"Government, health and education  industry [note 1]",2023-03,606228.95
Professional and support activities,"Government, health and education  industry [note 1]",2023-04,549491.36
Professional and support activities,"Government, health and education  industry [note 1]",2023-05,1088222.16
Professional and support activities,"Government, health and education  industry [note 1]",2023-06,118820.95
Professional and support activities,"Government, health and education  industry [note 1]",2023-07,1014143.13
Professional and support activities,"Government, health and education  industry [note 1]",2023-08,1905332.66
Professional and support activities,"Government, health and education  industry [note 1]",2023-09,1323322.13
Professional and support activities,"Government, health and education  industry [note 1]",2023-10,2267608.68
Professional and support activities,"Government, health and education  industry [note 1]",2023-11,1423621.85
Professional and support activities,"Government, health and education  industry [note 1]",2023-12,1627940.16
"Government, health and education","Government, health and education  industry [note 1]",2023-01,161399.23
"Government, health and education","Government, health and education  industry [note 1]",2023-02,62024.7
"Government, health and education","Government, health and education  industry [note 1]",2023-03,15835.58
"Government, health and education","Government, health and education  industry [note 1]",2023-04,511505.44
"Government, health and education","Government, health and education  industry [note 1]",2023-05,332180.91
"Government, health and education","Government, health and education  industry [note 1]",2023-06,256770.51
"Government, health and education","Government, health and education  industry [note 1]",2023-07,317262.84
"Government, health and education","Government, health and education  industry [note 1]",2023-08,328668.6
"Government, health and education","Government, health and education  industry [note 1]",2023-09,601173.51
"Government, health and education","Government, health and education  industry [note 1]",2023-10,678582.25
"Government, health and education","Government, health and education  industry [note 1]",2023-11,104357.44
"Government, health and education","Government, health and education  industry [note 1]",2023-12,407319.0
Other services,"Government, health and education  industry [note 1]",2023-01,125894.23
Other services,"Government, health and education  industry [note 1]",2023-02,201150.73
Other services,"Government, health and education  industry [note 1]",2023-03,33044.74
Other services,"Government, health and education  industry [note 1]",2023-04,38974.77
Other services,"Government, health and education  industry [note 1]",2023-05,43269.41
Other services,"Government, health and education  industry [note 1]",2023-06,90010.91
Other services,"Government, health and education  industry [note 1]",2023-07,184063.96
Other services,"Government, health and education  industry [note 1]",2023-08,195090.35
Other services,"Government, health and education  industry [note 1]",2023-09,64739.36
Other services,"Government, health and education  industry [note 1]",2023-10,38918.14
Other services,"Government, health and education  industry [note 1]",2023-11,45786.67
Other services,"Government, health and education  industry [note 1]",2023-12,21438.74
Total [note 4],"Government, health and education  industry [note 1]",2023-01,5373906.58
Total [note 4],"Government, health and education  industry [note 1]",2023-02,5475197.33
Total [note 4],"Government, health and education  industry [note 1]",2023-03,566314.81
Total [note 4],"Government, health and education  industry [note 1]",2023-04,4896606.12
Total [note 4],"Government, health and education  industry [note 1]",2023-05,10064775.36
Total [note 4],"Government, health and education  industry [note 1]",2023-06,1268534.51
Total [note 4],"Government, health and education  industry [note 1]",2023-07,1253561.77
Total [note 4],"Government, health and education  industry [note 1]",2023-08,1136342.63
Total [note 4],"Government, health and education  industry [note 1]",2023-09,1065157.02
Total [note 4],"Government, health and education  industry [note 1]",2023-10,10300553.68
Total [note 4],"Government, health and education  industry [note 1]",2023-11,2008511.97
Total [note 4],"Government, health and education  industry [note 1]",2023-12,5050500.2
Agriculture,Other services industry,2023-01,15645.75
Agriculture,Other services industry,2023-02,3541.07
Agriculture,Other services industry,2023-03,571.5
Agriculture,Other services industry,2023-04,13520.43
Agriculture,Other services industry,2023-05,35132.83
Agriculture,Other services industry,2023-06,22362.62
Agriculture,Other services industry,2023-07,14562.35
Agriculture,Other services industry,2023-08,7460.13
Agriculture,Other services industry,2023-09,6014.98
Agriculture,Other services industry,2023-10,4036.77
Agriculture,Other services industry,2023-11,1257.32
Agriculture,Other services industry,2023-12,33929.25
Production,Other services industry,2023-01,365049.13
Production,Other services industry,2023-02,550447.4
Production,Other services industry,2023-03,219866.5
Production,Other services industry,2023-04,826483.22
Production,Other services industry,2023-05,203540.25
Production,Other services industry,2023-06,553585.04
Production,Other services industry,2023-07,363356.66
Production,Other services industry,2023-08,2570832.85
Production,Other services industry,2023-09,1536211.83
Production,Other services industry,2023-10,806416.17
Production,Other services industry,2023-11,697507.51
Production,Other services industry,2023-12,1239526.46
Construction,Other services industry,2023-01,24516.38
Construction,Other services industry,2023-02,6131.51
Construction,Other services industry,2023-03,48095.11
Construction,Other services industry,2023-04,443.34
Construction,Other services industry,2023-05,56219.07
Construction,Other services industry,2023-06,1076.33
Construction,Other services industry,2023-07,30182.19
Construction,Other services industry,2023-08,404.25
Construction,Other services industry,2023-09,10184.07
Construction,Other services industry,2023-10,8903.6
Construction,Other services industry,2023-11,12265.23
Construction,Other services industry,2023-12,10676.92
"Distribution, transport, hotels and restaurants",Other services industry,2023-01,120293.06
"Distribution, transport, hotels and restaurants",Other services industry,2023-02,196395.01
"Distribution, transport, hotels and restaurants",Other services industry,2023-03,183002.18
"Distribution, transport, hotels and restaurants",Other services industry,2023-04,598282.81
"Distribution, transport, hotels and restaurants",Other services industry,2023-05,114889.98
"Distribution, transport, hotels and restaurants",Other services industry,2023-06,654372.08
"Distribution, transport, hotels and restaurants",Other services industry,2023-07,354909.87
"Distribution, transport, hotels and restaurants",Other services industry,2023-08,73575.46
"Distribution, transport, hotels and restaurants",Other services industry,2023-09,207740.92
"Distribution, transport, hotels and restaurants",Other services industry,2023-10,205868.33
"Distribution, transport, hotels and restaurants",Other services industry,2023-11,827115.1
"Distribution, transport, hotels and restaurants",Other services industry,2023-12,186443.2
Information and communication,Other services industry,2023-01,242159.77
Information and communication,Other services industry,2023-02,863853.42
Information and communication,Other services industry,2023-03,385410.68
Information and communication,Other services industry,2023-04,27061.34
Information and communication,Other services industry,2023-05,154515.99
Information and communication,Other services industry,2023-06,374815.29
Information and communication,Other services industry,2023-07,108016.29
Information and communication,Other services industry,2023-08,160656.41
Information and communication,Other services industry,2023-09,1460329.57
Information and communication,Other services industry,2023-10,274546.76
Information and communication,Other services industry,2023-11,320162.57
Information and communication,Other services industry,2023-12,118567.9
Finance and insurance,Other services industry,2023-01,297476.45
Finance and insurance,Other services industry,2023-02,114199.36
Finance and insurance,Other services industry,2023-03,190421.74
Finance and insurance,Other services industry,2023-04,122014.83
Finance and insurance,Other services industry,2023-05,246681.43
Finance and insurance,Other services industry,2023-06,50611.22
Finance and insurance,Other services industry,2023-07,40916.28
Finance and insurance,Other services industry,2023-08,71146.68
Finance and insurance,Other services industry,2023-09,247893.93
Finance and insurance,Other services industry,2023-10,17839.5
Finance and insurance,Other services industry,2023-11,141675.83
Finance and insurance,Other services industry,2023-12,80615.75
Real estate,Other services industry,2023-01,342010.11
Real estate,Other services industry,2023-02,40744.14
Real estate,Other services industry,2023-03,415436.57
Real estate,Other services industry,2023-04,889693.84
Real estate,Other services industry,2023-05,137817.18
Real estate,Other services industry,2023-06,117521.46
Real estate,Other services industry,2023-07,88234.73
Real estate,Other services industry,2023-08,221977.94
Real estate,Other services industry,2023-09,6208.64
Real estate,Other services industry,2023-10,97236.79
Real estate,Other services industry,2023-11,68487.08
Real estate,Other services industry,2023-12,113872.53
Professional and support activities,Other services industry,2023-01,146561.68
Professional and support activities,Other services industry,2023-02,1345554.46
Professional and support activities,Other services industry,2023-03,69768.77
Professional and support activities,Other services industry,2023-04,1647480.18
Professional and support activities,Other services industry,2023-05,478490.2
Professional and support activities,Other services industry,2023-06,1707231.64
Professional and support activities,Other services industry,2023-07,224690.15
Professional and support activities,Other services industry,2023-08,181797.99
Professional and support activities,Other services industry,2023-09,376482.47
Professional and support activities,Other services industry,2023-10,3016214.96
Professional and support activities,Other services industry,2023-11,29222.93
Professional and support activities,Other services industry,2023-12,1255921.58
"Government, health and education",Other services industry,2023-01,30278.07
"Government, health and education",Other services industry,2023-02,88821.33
"Government, health and education",Other services industry,2023-03,6112.05
"Government, health and education",Other services industry,2023-04,17055.56
"Government, health and education",Other services industry,2023-05,23365.1
"Government, health and education",Other services industry,2023-06,28987.72
"Government, health and education",Other services industry,2023-07,48341.56
"Government, health and education",Other services industry,2023-08,9937.84
"Government, health and education",Other services industry,2023-09,18657.78
"Government, health and education",Other services industry,2023-10,2112.47
"Government, health and education",Other services industry,2023-11,4293.5
"Government, health and education",Other services industry,2023-12,48352.01
Other services,Other services industry,2023-01,322091.02
Other services,Other services industry,2023-02,514228.44
Other services,Other services industry,2023-03,211266.99
Other services,Other services industry,2023-04,789706.25
Other services,Other services industry,2023-05,123164.74
Other services,Other services industry,2023-06,64115.81
Other services,Other services industry,2023-07,290501.0
Other services,Other services industry,2023-08,28782.24
Other services,Other services industry,2023-09,382578.03
Other services,Other services industry,2023-10,147580.19
Other services,Other services industry,2023-11,175151.35
Other services,Other services industry,2023-12,343774.94
Total [note 4],Other services industry,2023-01,351299.57
Total [note 4],Other services industry,2023-02,4424368.39
Total [note 4],Other services industry,2023-03,718893.59
Total [note 4],Other services industry,2023-04,4995877.99
Total [note 4],Other services industry,2023-05,3186404.66
Total [note 4],Other services industry,2023-06,8529393.15
Total [note 4],Other services industry,2023-07,357352.78
Total [note 4],Other services industry,2023-08,558482.98
Total [note 4],Other services industry,2023-09,1597278.97
Total [note 4],Other services industry,2023-10,1431861.95
Total [note 4],Other services industry,2023-11,6953252.49
Total [note 4],Other services industry,2023-12,3767881.48
Agriculture,Total [note 4],2023-01,2016143.27
Agriculture,Total [note 4],2023-02,2172471.71
Agriculture,Total [note 4],2023-03,553989.0
Agriculture,Total [note 4],2023-04,3822784.53
Agriculture,Total [note 4],2023-05,1897030.36
Agriculture,Total [note 4],2023-06,2975423.79
Agriculture,Total [note 4],2023-07,1384826.95
Agriculture,Total [note 4],2023-08,495313.72
Agriculture,Total [note 4],2023-09,3556104.14
Agriculture,Total [note 4],2023-10,2847712.96
Agriculture,Total [note 4],2023-11,787078.88
Agriculture,Total [note 4],2023-12,2231112.69
Production,Total [note 4],2023-01,54614273.75
Production,Total [note 4],2023-02,14206391.02
Production,Total [note 4],2023-03,195962856.79
Production,Total [note 4],2023-04,9414272.74
Production,Total [note 4],2023-05,34084194.01
Production,Total [note 4],2023-06,19503876.44
Production,Total [note 4],2023-07,118065786.62
Production,Total [note 4],2023-08,47494274.26
Production,Total [note 4],2023-09,22345859.1
Production,Total [note 4],2023-10,53392678.29
Production,Total [note 4],2023-11,110254904.49
Production,Total [note 4],2023-12,7709047.49
Construction,Total [note 4],2023-01,6410400.65
Construction,Total [note 4],2023-02,10978658.82
Construction,Total [note 4],2023-03,28932195.37
Construction,Total [note 4],2023-04,25505232.66
Construction,Total [note 4],2023-05,4119391.19
Construction,Total [note 4],2023-06,788516.23
Construction,Total [note 4],2023-07,5268811.1
Construction,Total [note 4],2023-08,6421993.91
Construction,Total [note 4],2023-09,13048311.8
Construction,Total [note 4],2023-10,551515.62
Construction,Total [note 4],2023-11,10335568.93
Construction,Total [note 4],2023-12,22185085.71
"Distribution, transport, hotels and restaurants",Total [note 4],2023-01,12722072.68
"Distribution, transport, hotels and restaurants",Total [note 4],2023-02,8001040.97
"Distribution, transport, hotels and restaurants",Total [note 4],2023-03,14455120.11
"Distribution, transport, hotels and restaurants",Total [note 4],2023-04,8658519.72
"Distribution, transport, hotels and restaurants",Total [note 4],2023-05,12547567.94
"Distribution, transport, hotels and restaurants",Total [note 4],2023-06,20542784.62
"Distribution, transport, hotels and restaurants",Total [note 4],2023-07,12695092.54
"Distribution, transport, hotels and restaurants",Total [note 4],2023-08,827914.6
"Distribution, transport, hotels and restaurants",Total [note 4],2023-09,12447884.77
"Distribution, transport, hotels and restaurants",Total [note 4],2023-10,41746509.04
"Distribution, transport, hotels and restaurants",Total [note 4],2023-11,14056900.36
"Distribution, transport, hotels and restaurants",Total [note 4],2023-12,901559.65
Information and communication,Total [note 4],2023-01,10414842.97
Information and communication,Total [note 4],2023-02,41517277.24
Information and communication,Total [note 4],2023-03,12583572.71
Information and communication,Total [note 4],2023-04,20497350.45
Information and communication,Total [note 4],2023-05,14916736.77
Information and communication,Total [note 4],2023-06,2635980.77
Information and communication,Total [note 4],2023-07,30680867.27
Information and communication,Total [note 4],2023-08,24902.76
Information and communication,Total [note 4],2023-09,578364.75
Information and communication,Total [note 4],2023-10,1393270.98
Information and communication,Total [note 4],2023-11,1216978.49
Information and communication,Total [note 4],2023-12,19713933.84
Finance and insurance,Total [note 4],2023-01,6236648.29
Finance and insurance,Total [note 4],2023-02,6474337.23
Finance and insurance,Total [note 4],2023-03,1537109.47
Finance and insurance,Total [note 4],2023-04,6156382.21
Finance and insurance,Total [note 4],2023-05,7036438.72
Finance and insurance,Total [note 4],2023-06,4304880.83
Finance and insurance,Total [note 4],2023-07,4359391.91
Finance and insurance,Total [note 4],2023-08,1324186.3
Finance and insurance,Total [note 4],2023-09,4612727.92
Finance and insurance,Total [note 4],2023-10,3463244.77
Finance and insurance,Total [note 4],2023-11,725204.4
Finance and insurance,Total [note 4],2023-12,1613482.96
Real estate,Total [note 4],2023-01,2274182.64
Real estate,Total [note 4],2023-02,11059178.63
Real estate,Total [note 4],2023-03,3781079.51
Real estate,Total [note 4],2023-04,665305.09
Real estate,Total [note 4],2023-05,3261518.67
Real estate,Total [note 4],2023-06,6578951.76
Real estate,Total [note 4],2023-07,14485433.21
Real estate,Total [note 4],2023-08,4543214.67
Real estate,Total [note 4],2023-09,2144416.5
Real estate,Total [note 4],2023-10,12130552.6
Real estate,Total [note 4],2023-11,3003371.6
Real estate,Total [note 4],2023-12,6034858.13
Professional and support activities,Total [note 4],2023-01,105355723.31
Professional and support activities,Total [note 4],2023-02,24585531.82
Professional and support activities,Total [note 4],2023-03,19332651.58
Professional and support activities,Total [note 4],2023-04,117620720.41
Professional and support activities,Total [note 4],2023-05,3662434.64
Professional and support activities,Total [note 4],2023-06,32726092.47
Professional and support activities,Total [note 4],2023-07,8282886.07
Professional and support activities,Total [note 4],2023-08,7594608.45
Professional and support activities,Total [note 4],2023-09,281326.66
Professional and support activities,Total [note 4],2023-10,2198514.04
Professional and support activities,Total [note 4],2023-11,14725445.58
Professional and support activities,Total [note 4],2023-12,13823667.97
"Government, health and education",Total [note 4],2023-01,44128.73
"Government, health and education",Total [note 4],2023-02,1463255.57
"Government, health and education",Total [note 4],2023-03,1298832.64
"Government, health and education",Total [note 4],2023-04,641548.79
"Government, health and education",Total [note 4],2023-05,1528281.25
"Government, health and education",Total [note 4],2023-06,2081094.1
"Government, health and education",Total [note 4],2023-07,123270.17
"Government, health and education",Total [note 4],2023-08,100650.3
"Government, health and education",Total [note 4],2023-09,851941.78
"Government, health and education",Total [note 4],2023-10,73798.2
"Government, health and education",Total [note 4],2023-11,159769.09
"Government, health and education",Total [note 4],2023-12,1329726.38
Other services,Total [note 4],2023-01,1295177.64
Other services,Total [note 4],2023-02,938564.46
Other services,Total [note 4],2023-03,1214396.13
Other services,Total [note 4],2023-04,9183.99
Other services,Total [note 4],2023-05,138999.52
Other services,Total [note 4],2023-06,125622.86
Other services,Total [note 4],2023-07,198236.36
Other services,Total [note 4],2023-08,2146909.6
Other services,Total [note 4],2023-09,179445.74
Other services,Total [note 4],2023-10,847101.17
Other services,Total [note 4],2023-11,3314390.22
Other services,Total [note 4],2023-12,982382.31
Total [note 4],Total [note 4],2023-01,15134911.14
Total [note 4],Total [note 4],2023-02,130417292.26
Total [note 4],Total [note 4],2023-03,70963593.88
Total [note 4],Total [note 4],2023-04,94414833.18
Total [note 4],Total [note 4],2023-05,165904279.64
Total [note 4],Total [note 4],2023-06,390156533.1
Total [note 4],Total [note 4],2023-07,58430800.69
Total [note 4],Total [note 4],2023-08,160430198.21
Total [note 4],Total [note 4],2023-09,375588474.0
Total [note 4],Total [note 4],2023-10,170275428.27
Total [note 4],Total [note 4],2023-11,1075925.82
Total [note 4],Total [note 4],2023-12,18401272.8
